S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,OUTPUT
-0.98208,-0.42311,-1.92645,-0.4016,-0.46864,-1.85293,-0.753,-0.0110861,-0.7935,-1.94832,-0.86182,-0.0649661,-0.43925,-2.28864,-0.72519,0.143114,-0.38249,-2.6936,-1.09668,0.315954,-0.3458,-0.04315,E
-1.04544,-0.35016,-1.76948,-0.37148,-0.38784,-1.85293,-0.753,0.0186203,-0.63825,-1.82204,-0.87233,-0.0666897,-0.28112,-2.18136,-0.71468,0.11691,-0.26608,-2.6572,-1.06704,0.29571,-0.5551,-0.04315,E
-0.98208,-0.36475,-1.84083,-0.41164,-0.37168,-1.88211,-0.753,0.0197971,-0.74175,-1.87616,-0.8408,-0.0610229,-0.21084,-2.235,-0.71468,0.104217,-0.13304,-2.7664,-1.14608,0.217457,-0.6279,-0.04315,E
-0.99792,-0.40852,-1.78375,-0.41666,-0.45248,-1.77998,-0.73794,0.0473038,-0.81075,-1.82204,-0.80927,-0.0559662,-0.36897,-2.16348,-0.68315,0.0664338,-0.19956,-2.7664,-1.00776,0.161794,-0.5187,-0.04315,E
-1.06128,-0.4377,-1.75521,-0.42168,-0.37168,-1.91129,-0.78312,0.0253733,-0.60375,-1.8942,-0.90386,-0.0689167,-0.26355,-2.27076,-0.72519,0.114683,-0.1663,-2.6936,-1.04728,0.275603,-0.4004,-0.07767,E
-1.0296,-0.36475,-1.76948,-0.41666,-0.33936,-1.88211,-0.76053,0.0152438,-0.63825,-1.87616,-0.8408,-0.0655762,-0.15813,-2.1456,-0.66213,0.118024,-0.18293,-2.6572,-0.97812,0.290864,-0.5915,-0.04315,E
-1.0296,-0.39393,-1.65532,-0.39658,-0.404,-1.77998,-0.73041,0.026891,-0.759,-1.804,-0.83029,-0.067399,-0.26355,-2.18136,-0.68315,0.110081,-0.21619,-2.8392,-1.05716,0.265041,-0.546,-0.04315,E
-1.09296,-0.32098,-1.7124,-0.39156,-0.59792,-1.64867,-0.68523,0.0650221,-0.9315,-1.73184,-0.72519,-0.0517179,-0.36897,-2.10984,-0.65162,0.0400821,-0.28271,-2.7482,-1.0374,0.171202,-0.3822,-0.04315,E
-1.15632,-0.39393,-1.65532,-0.37148,-0.404,-1.77998,-0.71535,-0.00095664,-0.63825,-1.76792,-0.80927,-0.0683066,-0.24598,-2.1456,-0.65162,0.139773,-0.24945,-2.73,-0.99788,0.330493,-0.4732,-0.04315,E
-0.98208,-0.37934,-1.75521,-0.39658,-0.33936,-1.83834,-0.73794,0.0152438,-0.60375,-1.8942,-0.87233,-0.0655762,-0.15813,-2.1456,-0.64111,0.118024,-0.13304,-2.8574,-0.97812,0.255104,-0.5642,-0.06041,E
-1.01376,-0.35016,-1.74094,-0.38654,-0.37168,-1.80916,-0.76053,0.0295856,-0.621,-1.84008,-0.86182,-0.0602144,-0.15813,-2.16348,-0.66213,0.0927856,-0.19956,-2.7482,-1.02752,0.241786,-0.546,-0.05178,E
-0.98208,-0.39393,-1.79802,-0.38654,-0.43632,-1.85293,-0.76053,0.0329621,-0.759,-1.82204,-0.8408,-0.0613279,-0.28112,-2.18136,-0.65162,0.0916721,-0.21619,-2.6936,-1.00776,0.264512,-0.6279,-0.01726,E
-0.98208,-0.37934,-1.86937,-0.37148,-0.45248,-1.83834,-0.79065,0.0213149,-0.77625,-1.8942,-0.83029,-0.0595051,-0.28112,-2.12772,-0.64111,0.0996149,-0.24945,-2.73,-0.96824,0.272455,-0.5915,-0.05178,E
-1.21968,-0.20426,-1.5697,-0.3263,-0.33936,-1.57572,-0.56475,0.0393741,-0.69,-1.55144,-0.59907,-0.0594059,-0.31626,-1.8774,-0.50448,0.0813541,-0.3326,-2.4024,-0.8398,0.242274,-0.6916,-0.01726,E
-1.0296,-0.35016,-1.74094,-0.38152,-0.46864,-1.76539,-0.73794,0.0476448,-0.87975,-1.74988,-0.74621,-0.0601152,-0.36897,-2.09196,-0.64111,0.0745248,-0.34923,-2.6572,-0.96824,0.235445,-0.4368,-0.05178,E
-1.09296,-0.35016,-1.61251,-0.39658,-0.38784,-1.76539,-0.72288,0.0253733,-0.69,-1.73184,-0.72519,-0.0689167,-0.36897,-2.12772,-0.66213,0.114683,-0.26608,-2.7664,-1.0374,0.281563,-0.455,-0.04315,E
-1.06128,-0.37934,-1.68386,-0.38152,-0.404,-1.79457,-0.73041,0.0219968,-0.759,-1.78596,-0.75672,-0.0678032,-0.36897,-2.1456,-0.68315,0.115797,-0.29934,-2.8392,-1.10656,0.282677,-0.4732,-0.03452,E
-1.14048,-0.32098,-1.69813,-0.38152,-0.42016,-1.79457,-0.73794,0.0246914,-0.8625,-1.69576,-0.75672,-0.0606186,-0.42168,-2.02044,-0.60958,0.0985014,-0.36586,-2.6754,-0.92872,0.235581,-0.5005,-0.03452,E
-1.28304,-0.37934,-1.84083,-0.3514,-0.30704,-1.85293,-0.77559,0.0302675,-0.60375,-1.85812,-0.83029,-0.0685125,-0.15813,-2.12772,-0.72519,0.108968,-0.1663,-2.8574,-1.1362,0.269888,-0.5915,-0.02589,E
-0.9504,-0.40852,-1.64105,-0.4769,-0.38784,-1.86752,-0.78312,0.0280678,-0.60375,-1.87616,-0.8408,-0.0617322,-0.08785,-2.18136,-0.74621,0.0973878,-0.01663,-2.8756,-1.10656,0.204668,-0.6279,-0.06041,E
-1.09296,-0.33557,-1.66959,-0.4016,-0.63024,-1.63408,-0.73041,0.0337979,-1.035,-1.69576,-0.72519,-0.0515121,-0.43925,-2.02044,-0.64111,0.0708879,-0.3326,-2.8028,-1.1856,0.190088,-0.5096,-0.06041,E
-0.82368,-0.39393,-1.79802,-0.48694,-0.50096,-1.79457,-0.77559,0.0537158,-0.84525,-1.84008,-0.79876,-0.0540442,-0.19327,-2.10984,-0.66213,0.0561158,-0.04989,-2.639,-0.99788,0.175316,-0.6552,-0.07767,E
-0.91872,-0.39393,-1.65532,-0.46686,-0.38784,-1.91129,-0.79818,0.0307624,-0.56925,-1.93028,-0.85131,-0.0545476,-0.01757,-2.19924,-0.68315,0.0800924,-0.03326,-2.7118,-1.04728,0.229092,-0.6734,-0.07767,E
-1.12464,-0.32098,-1.5697,-0.4016,-0.77568,-1.66326,-0.65511,0.0542107,-1.1385,-1.6236,-0.72519,-0.0400793,-0.5271,-2.02044,-0.60958,0.0272407,-0.3326,-2.7118,-1.17572,0.128561,-0.3731,-0.07767,E
-0.72864,-0.39393,-1.88364,-0.51204,-0.37168,-1.91129,-0.78312,0.0311034,-0.56925,-1.93028,-0.87233,-0.0586966,0.03514,-2.235,-0.71468,0.0881834,-0.01663,-2.7846,-1.1856,0.231223,-0.6279,-0.07767,E
-1.0296,-0.39393,-1.72667,-0.45682,-0.38784,-1.88211,-0.79818,0.014067,-0.5865,-1.84008,-0.85131,-0.071243,-0.10542,-2.21712,-0.67264,0.130717,-0.11641,-2.821,-1.12632,0.291637,-0.5551,-0.07767,E
-1.2672,0.1459,-0.11416,-0.37148,-0.77568,-0.53983,-0.03012,0.1376,-0.87975,-0.68552,-0.06306,-0.0554702,-0.22841,-0.85824,-0.01051,-0.0248702,-0.11641,-1.2194,-0.07904,-0.0606302,-1.1011,-0.06041,F
-1.47312,0.16049,0.07135,-0.41666,-0.93728,-0.62737,0.00753,0.122202,-0.56925,-0.14432,-0.07357,-0.00800792,-0.22841,-0.12516,-0.01051,-0.105928,-0.08315,-0.5096,0.03952,-0.177448,-0.3549,-0.06041,F
-1.4256,0.13131,0.12843,-0.43674,-0.63024,-1.72162,-0.03765,0.240038,-0.6555,-0.01804,-0.07357,-0.0428321,-0.28112,-0.03576,-0.02102,-0.152992,-0.1663,-0.3822,0.03952,-0.254312,-0.6461,-0.06041,F
-1.64736,0.17508,0.07135,-0.3765,-1.03424,-1.1672,-0.00753,0.250508,-0.6555,-0.0902,-0.07357,-0.0503217,-0.29869,-0.10728,-0.02102,-0.148242,-0.08315,-0.455,0.03952,-0.231682,-0.5187,-0.06041,F
-1.63152,0.16049,0,-0.37148,-1.14736,-0.61278,0.03012,0.242238,-0.70725,-0.16236,-0.07357,-0.0496124,-0.24598,-0.10728,-0.02102,-0.141412,-0.08315,-0.364,0.03952,-0.248692,-0.4914,-0.06041,F
-1.63152,0.20426,0.05708,-0.38152,-1.16352,-0.4377,0.06024,0.213708,-0.6555,-0.16236,-0.07357,-0.042222,-0.28112,-0.0894,-0.02102,-0.127902,-0.04989,-0.364,0.03952,-0.199422,-0.4186,-0.06041,F
-1.63152,0.16049,0,-0.34136,-1.17968,-1.19638,0.02259,0.251003,-0.87975,-0.23452,-0.07357,-0.0363568,-0.26355,-0.1788,-0.02102,-0.177117,-0.09978,-0.4732,0.03952,-0.254597,-0.546,-0.02589,F
-1.80576,0.11672,0.11416,-0.33132,-1.14736,-0.84622,0,0.254908,-1.32825,-0.12628,-0.07357,-0.0638823,-0.72037,-0.1788,-0.02102,-0.125082,-0.21619,-0.4004,0.03952,-0.196602,-0.4186,-0.03452,F
-1.7424,0.1459,0.04281,-0.33132,-1.1312,-1.42982,-0.01506,0.242732,-0.8625,-0.25256,-0.03153,-0.0356475,-0.28112,-0.1788,-0.02102,-0.170288,-0.08315,-0.4004,0.03952,-0.253728,-0.5733,-0.02589,F
-1.67904,0.11672,-0.01427,-0.41666,-1.19584,-1.06507,0.01506,0.276497,-0.91425,-0.0902,-0.07357,-0.0467827,-0.45682,0.03576,-0.02102,-0.181423,-0.14967,-0.1638,0.03952,-0.324463,-0.3913,-0.03452,F
-1.78992,0.02918,0.09989,-0.29116,-1.00192,-0.96294,-0.06777,0.240874,-0.70725,-0.23452,-0.03153,-0.0330162,-0.26355,-0.12516,-0.06306,-0.173776,-0.08315,-0.3094,0.03952,-0.269136,-0.5005,-0.03452,F
-1.56816,0.01459,0.08562,-0.34136,-1.09888,-0.86081,-0.00753,0.0369542,-0.50025,-0.10824,-0.07357,0.0100142,-0.28112,-0.01788,-0.04204,-0.0573058,-0.1663,-0.0364,-0.00988,-0.128826,-0.4095,-0.04315,F
-1.52064,0.07295,0.08562,-0.37148,-0.79184,-1.35687,-0.00753,0.226191,-0.60375,-0.10824,-0.07357,-0.034229,-0.28112,-0.01788,-0.04204,-0.156629,-0.14967,-0.1274,0.02964,-0.269869,-0.4095,-0.07767,F
-1.63152,0.05836,0.07135,-0.37148,-0.85648,-1.42982,-0.02259,0.24072,-0.77625,-0.03608,-0.07357,-0.0511302,-0.38654,-0.03576,-0.04204,-0.13681,-0.19956,-0.2002,0.02964,-0.24409,-0.4368,-0.04315,F
-1.6632,0.11672,0.07135,-0.38654,-0.93728,-1.18179,0.00753,0.223343,-0.70725,-0.10824,-0.07357,-0.0595274,-0.36897,-0.10728,-0.04204,-0.102367,-0.13304,-0.273,0.02964,-0.215607,-0.4641,-0.03452,F
-1.67904,0.10213,0.07135,-0.35642,-1.06656,-1.3131,0.03765,0.273308,-0.98325,-0.10824,-0.07357,-0.0679322,-0.47439,-0.03576,-0.04204,-0.135252,-0.18293,-0.2002,0.02964,-0.236572,-0.4004,-0.03452,F
-1.72656,0.1459,0.07135,-0.33132,-1.14736,-1.19638,-0.01506,0.274485,-1.01775,-0.10824,-0.07357,-0.0622654,-0.42168,-0.10728,-0.04204,-0.147945,-0.14967,-0.273,0.02964,-0.249265,-0.5551,-0.03452,F
-1.8216,0.08754,0.07135,-0.29618,-1.14736,-1.00671,-0.03765,0.304686,-1.035,-0.21648,-0.07357,-0.0500241,-0.36897,-0.0894,-0.04204,-0.203024,-0.13304,-0.182,0.02964,-0.363944,-0.5824,-0.06904,F
-1.56816,0.10213,0.07135,-0.38654,-0.9696,-1.13802,0.00753,0.218261,-0.87975,-0.14432,-0.07357,-0.0376687,-0.38654,-0.0894,-0.04204,-0.141709,-0.19956,-0.3276,0.02964,-0.213229,-0.4277,-0.06904,F
-1.5048,0.05836,0.07135,-0.3765,-0.77568,-1.54654,-0.03765,0.291862,-1.05225,-0.07216,-0.07357,-0.0538681,-0.56224,-0.16092,0,-0.182388,-0.18293,-0.6188,0.02964,-0.253908,-0.7826,-0.06904,F
-1.39392,0.07295,0.07135,-0.4016,-0.66256,-1.63408,-0.03012,0.197508,-1.15575,-0.28864,-0.07357,-0.0449525,-0.66766,-0.23244,0,-0.106152,-0.21619,-0.4914,0.02964,-0.195552,-0.8372,-0.06904,F
-1.584,0.11672,0.01427,-0.3765,-1.16352,-0.64196,0.03765,0.160366,-0.53475,-0.14432,-0.07357,-0.0327038,-0.24598,0,-0.04204,-0.0939038,-0.08315,-0.0364,-0.00988,-0.195224,-0.4641,-0.06904,F
-1.75824,0.11672,0.07135,-0.33634,-0.9696,-1.24015,-0.02259,0.291708,-0.828,-0.14432,-0.07357,-0.071982,-0.38654,-0.07152,-0.04204,-0.145422,-0.14967,-0.2548,0.02964,-0.264622,-0.6552,-0.06904,F
-1.53648,0.13131,0.12843,-0.3514,-1.11504,-0.71491,0.04518,0.160553,-0.39675,-0.14432,-0.07357,-0.0549667,-0.22841,0,-0.04204,-0.0488467,-0.14967,-0.0182,-0.00988,-0.168047,-0.5733,-0.06904,F
-1.63152,0.11672,0.07135,-0.3263,-1.11504,-1.09425,0.01506,0.25119,-0.84525,-0.14432,-0.07357,-0.0586198,-0.31626,-0.07152,-0.04204,-0.13206,-0.08315,-0.182,-0.00988,-0.2453,-0.6006,-0.06904,F
-1.6632,0.11672,0.12843,-0.37148,-1.03424,-1.15261,0.03012,0.290872,-0.828,-0.07216,-0.07357,-0.0817978,-0.36897,-0.07152,-0.04204,-0.124638,-0.13304,-0.1274,-0.00988,-0.237878,-0.7007,-0.06904,F
-1.55232,0.05836,0.08562,-0.34638,-1.03424,-1.25474,-0.00753,0.299484,-0.8625,-0.14432,-0.07357,-0.0866562,-0.36897,-0.07152,-0.04204,-0.123376,-0.09978,-0.2002,-0.00988,-0.248536,-0.7007,-0.06904,F
-1.63152,0.08754,0.08562,-0.35642,-1.06656,-1.13802,0.03765,0.30032,-0.897,-0.05412,-0.07357,-0.0768403,-0.45682,0,-0.04204,-0.14416,-0.1663,-0.182,0.02964,-0.2574,-0.6734,-0.06904,F
-1.71072,0.10213,0.1427,-0.36144,-0.98576,-1.07966,0.04518,0.238025,-0.67275,-0.05412,-0.07357,-0.0583147,-0.33383,0,-0.04204,-0.119515,-0.14967,-0.1092,-0.00988,-0.191035,-0.6643,-0.06904,F
-1.48896,0.01459,0.02854,-0.3765,-0.98576,-0.99212,-0.04518,0.258966,-0.6555,-0.05412,-0.07357,-0.0732939,-0.29869,-0.0894,-0.04204,-0.110014,-0.18293,-0.0546,0,-0.199414,-0.6461,-0.06904,F
-1.53648,0.13131,0.02854,-0.36646,-1.0504,-1.00671,0.01506,0.215226,-0.828,-0.14432,-0.07357,-0.0407042,-0.29869,-0.0894,-0.04204,-0.132504,-0.09978,-0.1274,0,-0.215944,-0.5096,-0.06904,F
-1.59984,0.07295,0.08562,-0.38152,-0.9696,-0.88999,0.02259,0.285296,-0.70725,-0.07216,-0.07357,-0.073904,-0.26355,-0.0894,-0.04204,-0.135104,-0.09978,-0.1274,0,-0.224504,-0.5005,-0.06904,F
-1.55232,0.04377,0.02854,-0.38654,-1.01808,-1.00671,0.01506,0.258625,-0.70725,-0.14432,-0.07357,-0.0691449,-0.31626,-0.0894,-0.04204,-0.118105,-0.14967,-0.273,0.03952,-0.207505,-0.5187,-0.06904,F
-1.78992,0.02918,0.01427,-0.35642,-1.00192,-0.91917,0.00753,0.299143,-0.94875,-0.14432,-0.07357,-0.0825071,-0.40411,-0.0894,-0.04204,-0.131467,-0.08315,-0.4186,0.03952,-0.214907,-0.6825,-0.06904,F
-1.72656,0.05836,0.07135,-0.36646,-1.14736,-0.96294,0.03012,0.321414,-1.035,-0.12628,-0.07357,-0.0737056,-0.36897,-0.0894,-0.04204,-0.171626,-0.09978,-0.273,0.03952,-0.284866,-0.5642,-0.06904,F
-1.67904,0.08754,0.02854,-0.3514,-1.0504,-1.00671,0,0.238025,-0.7935,-0.10824,-0.07357,-0.0583147,-0.31626,-0.0894,-0.04204,-0.119515,-0.21619,-0.273,0.03952,-0.155275,-0.5187,-0.06904,F
-1.6632,0.08754,0.02854,-0.3514,-1.14736,-1.00671,0.06024,0.249144,-0.84525,-0.12628,-0.07357,-0.0337255,-0.33383,-0.01788,-0.02102,-0.180606,-0.11641,-0.1638,0.03952,-0.270006,-0.5187,-0.06904,F
-1.56816,0.04377,0.02854,-0.34638,-1.09888,-1.18179,0.03012,0.265191,-0.759,-0.12628,-0.07357,-0.049109,-0.29869,-0.01788,-0.06306,-0.165389,-0.19956,-0.2002,0.03952,-0.183269,-0.5278,-0.06904,F
-1.6632,0.04377,-0.08562,-0.35642,-1.14736,-0.86081,0.06024,0.296415,-0.77625,-0.14432,-0.07357,-0.0493148,-0.31626,-0.01788,-0.06306,-0.196195,-0.18293,-0.1274,0.03952,-0.249835,-0.5187,-0.10356,F
-1.6632,0.05836,0.04281,-0.33132,-1.16352,-0.91917,0.04518,0.264168,-0.74175,-0.14432,-0.07357,-0.0366618,-0.22841,-0.0894,-0.06306,-0.189662,-0.08315,-0.2184,0.03952,-0.249262,-0.4095,-0.10356,F
-1.71072,0.02918,0.04281,-0.34638,-1.1312,-0.99212,0.05271,0.314474,-0.87975,-0.14432,-0.07357,-0.0492156,-0.24598,-0.0894,-0.06306,-0.214456,-0.11641,-0.2184,0.03952,-0.291936,-0.6097,-0.10356,F
-1.63152,0,-0.01427,-0.36144,-1.11504,-0.99212,0.05271,0.274826,-0.87975,-0.05412,-0.07357,-0.0664144,-0.36897,-0.01788,-0.06306,-0.139854,-0.11641,0.0546,0.03952,-0.253094,-0.5551,-0.10356,F
-1.64736,0.05836,-0.08562,-0.3514,-1.16352,-1.10884,0.03765,0.285791,-0.966,-0.12628,-0.07357,-0.0599391,-0.38654,-0.10728,-0.06306,-0.163979,-0.18293,-0.364,0.03952,-0.199739,-0.3913,-0.06904,F
-1.59984,0,-0.08562,-0.3263,-1.1312,-1.15261,0.03765,0.282755,-0.98325,-0.12628,-0.07357,-0.0629746,-0.47439,-0.10728,-0.06306,-0.154775,-0.14967,-0.364,0.03952,-0.250135,-0.5005,-0.07767,F
-1.6632,0.04377,-0.07135,-0.33634,-1.1312,-1.03589,0.00753,0.318533,-0.9315,-0.14432,-0.07357,-0.0586272,-0.31626,-0.10728,-0.06306,-0.199387,-0.11641,-0.364,0.03952,-0.282827,-0.5551,-0.07767,F
-1.72656,-0.02918,-0.04281,-0.35642,-1.14736,-1.05048,-0.02259,0.274826,-0.69,-0.14432,-0.07357,-0.0664144,-0.28112,-0.10728,-0.06306,-0.139854,-0.14967,-0.4368,0.03952,-0.205414,-0.4186,-0.07767,F
-1.53648,0.02918,0.02854,-0.34638,-1.14736,-0.88999,0.02259,0.271262,-0.67275,-0.14432,-0.07357,-0.0430379,-0.21084,-0.10728,-0.06306,-0.183798,0.03326,-0.0182,0.03952,-0.302998,-0.3549,-0.07767,F
-1.64736,0.04377,-0.02854,-0.3514,-1.19584,-0.99212,0.03765,0.257261,-0.759,-0.14432,-0.07357,-0.0525487,-0.26355,-0.10728,-0.06306,-0.150469,-0.09978,-0.4004,0.03952,-0.192189,-0.3731,-0.07767,F
-1.64736,0.01459,0.02854,-0.3514,-1.1312,-1.06507,0.03765,0.314287,-0.94875,-0.14432,-0.03153,-0.0269526,-0.28112,-0.10728,-0.06306,-0.259513,-0.08315,-0.273,0.03952,-0.307193,-0.3549,-0.07767,F
-1.72656,0.05836,0.02854,-0.34136,-1.00192,-1.0213,0.03765,0.280402,-0.91425,-0.07216,-0.08408,-0.0743082,-0.40411,-0.03576,-0.06306,-0.129388,-0.29934,-0.2912,0,-0.141308,-0.5733,-0.07767,F
-1.21968,0.04377,0.05708,-0.39658,-0.74336,-0.74409,0.01506,0.132332,-0.483,-0.14432,-0.08408,-0.0113485,-0.14056,-0.03576,-0.06306,-0.109268,-0.11641,-0.1092,0.03952,-0.139068,-0.2366,-0.07767,F
-1.69488,0.07295,0,-0.3263,-1.14736,-1.07966,0.02259,0.247286,-0.7935,-0.14432,-0.04204,-0.0310942,-0.26355,-0.03576,-0.06306,-0.184094,-0.11641,-0.1092,0.03952,-0.267534,-0.5187,-0.07767,F
-1.71072,0.07295,-0.07135,-0.32128,-1.1312,-1.37146,0.03012,0.316707,-1.05225,-0.14432,-0.08408,-0.0963728,-0.36897,-0.03576,-0.06306,-0.120853,-0.18293,-0.2548,0.03952,-0.162573,-1.0192,-0.07767,F
-1.61568,0.05836,0,-0.33634,-1.19584,-1.28392,0.02259,0.32225,-1.15575,-0.14432,-0.04204,-0.0638898,-0.40411,-0.10728,-0.06306,-0.19241,-0.13304,-0.2548,0.03952,-0.27585,-0.7371,-0.07767,F
-1.72656,0.04377,0.05708,-0.33634,-1.08272,-1.22556,0.05271,0.315651,-0.94875,-0.14432,-0.04204,-0.0435488,-0.31626,-0.10728,-0.06306,-0.227149,-0.13304,-0.2366,0,-0.358269,-0.6734,-0.07767,F
-1.61568,0.07295,0.05708,-0.34638,-1.19584,-0.7295,0.03012,0.287957,-0.70725,-0.14432,-0.04204,-0.0263426,-0.22841,-0.03576,-0.06306,-0.234423,-0.01663,0,0,-0.347663,-0.5551,-0.07767,F
-1.67904,0.1459,0.05708,-0.35642,-1.08272,-0.61278,0.03765,0.266214,-0.69,-0.14432,-0.08408,-0.0615561,-0.3514,0.10728,-0.02102,-0.141116,-0.21619,-0.2548,0,-0.224556,-0.546,-0.07767,F
-1.584,0.08754,0.05708,-0.33132,-1.1312,-0.88999,0.03012,0.261474,-0.98325,-0.07216,-0.04204,-0.0438464,-0.40411,0,-0.02102,-0.172366,-0.06652,-0.0182,0,-0.327326,-0.5096,-0.07767,F
-1.59984,0.08754,0.05708,-0.33634,-1.1312,-0.67114,0.04518,0.294897,-0.81075,-0.14432,-0.04204,-0.0508326,-0.31626,0.03576,-0.06306,-0.191593,-0.11641,-0.0182,0,-0.310793,-0.3822,-0.11219,F
-1.63152,0.11672,0.11416,-0.3514,-1.01808,-0.75868,0.01506,0.139766,-0.50025,-0.07216,-0.08408,-0.0218736,-0.24598,0.03576,-0.06306,-0.0953136,-0.09978,-0.0182,0,-0.160874,-0.5915,-0.07767,F
-1.584,0.20426,0.11416,-0.37148,-1.06656,-0.62737,0.04518,-0.00322256,-0.29325,-0.14432,-0.04204,0.0192274,-0.10542,0.03576,-0.06306,-0.0358526,0,0.1456,0,-0.113333,-0.4095,-0.07767,F
-1.48896,0.07295,0.11416,-0.3514,-1.06656,-0.83163,0.04518,0.0632842,-0.43125,-0.14432,-0.04204,0.00940416,-0.21084,0.03576,-0.04204,-0.0823958,-0.08315,0.1274,0,-0.141996,-0.3003,-0.07767,F
-1.45728,0.07295,0.11416,-0.34136,-1.06656,-0.90458,0.05271,0.135213,-0.483,-0.07216,-0.04204,-0.0264269,-0.22841,0.10728,-0.04204,-0.0815069,-0.06652,0.1638,0,-0.123227,-0.5278,-0.11219,F
-1.56816,0.10213,0.11416,-0.33634,-1.06656,-1.05048,0.06777,0.180966,-0.552,-0.07216,-0.04204,-0.0435339,-0.24598,0.03576,-0.04204,-0.0924939,-0.13304,-0.1456,0.03952,-0.158054,-0.5278,-0.07767,F
-1.55232,0.04377,0.11416,-0.36646,-0.95344,-0.88999,0.03765,0.218756,-0.6555,-0.05412,-0.03153,-0.0237038,-0.28112,0.03576,-0.03153,-0.170584,-0.13304,0.0182,0,-0.295744,-0.5187,-0.11219,F
-1.47312,0.01459,0.05708,-0.33132,-1.03424,-0.99212,0.01506,0.130132,-0.46575,-0.12628,-0.03153,-0.00456816,-0.19327,0.01788,-0.03153,-0.120848,-0.01663,0.091,0.01976,-0.180448,-0.6097,-0.11219,F
-1.5048,0.02918,0.05708,-0.36646,-1.09888,-1.19638,0.04518,0.16526,-0.759,-0.12628,-0.03153,-0.0322995,-0.28112,0.01788,-0.03153,-0.0996195,-0.13304,-0.0182,0.01976,-0.17114,-0.5187,-0.11219,F
-1.59984,0.08754,0.05708,-0.31626,-1.0504,-1.00671,0.0753,0.159189,-0.74175,-0.12628,-0.07357,-0.0383706,-0.26355,0.0894,-0.03153,-0.0812106,-0.18293,-0.0182,0.01976,-0.0871706,-0.7189,-0.11219,F
-1.28304,0.04377,0.11416,-0.38152,-0.85648,-0.81704,0.03012,0.0376362,-0.36225,-0.12628,-0.03153,0.00171616,-0.07028,0.01788,-0.03153,-0.0411238,-0.01663,-0.0728,0.00988,-0.0649638,-0.3003,-0.11219,F
-1.75824,0.08754,0.11416,-0.34638,-1.09888,-0.83163,0.05271,0.190601,-0.7245,-0.12628,-0.03153,-0.0608394,-0.29869,0.01788,-0.03153,-0.0669594,-0.09978,-0.0364,0.00988,-0.162319,-0.5915,-0.11219,F
-1.36224,0.02918,-0.05708,-0.33132,-1.06656,-0.88999,0.03765,0.076944,-0.345,-0.19844,-0.03153,0.023064,-0.01757,-0.05364,-0.07357,-0.123816,0.08315,-0.0546,0.0494,-0.135736,-0.4277,-0.11219,F
-1.59984,0.04377,0.07135,-0.28112,-1.0504,-1.00671,-0.03012,0.214885,-0.63825,-0.19844,-0.03153,-0.0365552,-0.19327,-0.05364,-0.07357,-0.140595,-0.04989,-0.2002,0.0494,-0.212115,-0.7189,-0.07767,F
-1.64736,0.08754,0.07135,-0.28112,-1.06656,-0.93376,0.03012,0.152436,-0.7245,-0.12628,-0.03153,-0.0361435,-0.24598,-0.05364,-0.03153,-0.0789835,-0.09978,-0.0546,0.0494,-0.144544,-0.728,-0.07767,F
-1.40976,0.05836,0.07135,-0.3263,-0.95344,-1.05048,0.03012,0.0680245,-0.56925,-0.12628,-0.03153,-0.00830552,-0.21084,-0.05364,-0.03153,-0.0511455,-0.03326,-0.091,0.0494,-0.110746,-0.455,-0.11219,F
-1.56816,0.02918,-0.04281,-0.28112,-1.16352,-1.13802,0.03012,0.180438,-0.7245,-0.12628,-0.03153,-0.0171219,-0.1757,-0.05364,-0.03153,-0.145642,-0.06652,-0.1456,0.0494,-0.223122,-0.6279,-0.11219,F
-1.52064,0.04377,0.01427,-0.3263,-1.17968,-1.10884,0.06024,0.172013,-0.77625,-0.12628,-0.03153,-0.0345266,-0.19327,-0.07152,-0.07357,-0.101847,-0.04989,-0.2184,0.0494,-0.173367,-0.6552,-0.11219,F
-1.53648,0,0.07135,-0.28614,-1.24432,-1.06507,-0.00753,0.0832352,-0.7935,-0.12628,-0.03153,-0.0335048,-0.26355,-0.07152,-0.01051,-0.0151448,-0.03326,-0.1456,0.0988,-0.0032248,-0.8554,-0.06904,F
-1.61568,0.05836,0.07135,-0.30622,-0.98576,-1.24015,0.04518,0.141999,-0.77625,-0.12628,-0.07357,-0.0690308,-0.26355,-0.07152,-0.05255,-0.0017108,-0.06652,-0.1456,0.05928,0.0102092,-0.7462,-0.10356,F
-1.584,0.05836,0.07135,-0.31626,-1.00192,-1.15261,0.04518,0.204942,-0.759,-0.05412,-0.07357,-0.0554776,-0.26355,0,-0.01051,-0.0921976,-0.09978,-0.1274,0.05928,-0.187558,-0.8554,-0.10356,F
-1.64736,0.05836,0.07135,-0.26606,-1.09888,-0.91917,-0.01506,0.112942,-0.63825,-0.16236,-0.03153,-0.0352284,-0.19327,-0.03576,-0.05255,-0.0413484,-0.06652,-0.364,0.01976,-0.0771084,-0.7644,-0.10356,F
-1.6632,0.11672,0.07135,-0.3012,-1.16352,-0.74409,-0.01506,0.131342,-0.84525,-0.0902,-0.03153,-0.0392782,-0.3514,-0.05364,-0.05255,-0.0515182,-0.08315,-0.2002,0.05928,-0.140918,-0.4459,-0.10356,F
